0.000000,logs/Smart_Sat Mar 23 07:55:40 2019
0.000000,logs/Smart_Sat Mar 23 07:55:40 2019
0.000000,logs/Smart_Sat Mar 23 07:55:40 2019
0.000000,logs/Smart_Sat Mar 23 07:55:40 2019
0.000000,logs/Smart_Sat Mar 23 07:55:40 2019
0.000000,logs/Smart_Sat Mar 23 07:55:40 2019
0.000000,logs/Smart_Sat Mar 23 07:55:40 2019
0.000000,logs/Smart_Sat Mar 23 07:55:40 2019
0.000000,logs/Smart_Sat Mar 23 07:55:40 2019
0.000000,logs/Smart_Sat Mar 23 07:55:40 2019
0.000000,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
-0.017067,logs/Smart_Sat Mar 23 07:55:40 2019
